CO_ANO,CO_MES,CO_MUN,CO_PAIS,KG_LIQUIDO,SG_UF_MUN,SH4,VL_FOB
2001,01,3443303,741,21096,SP,9306,132988
2001,12,3443303,069,0,SP,9306,18
2001,04,3443303,548,4311,SP,9306,44165
2001,03,3443303,741,11006,SP,9306,71443
2001,02,3443303,249,58629,SP,9306,337421
2001,07,3443303,628,9192,SP,9306,57351
2001,07,3443303,275,8967,SP,9306,49190
2001,05,3443303,244,29400,SP,9306,338450
2001,06,3443303,063,8698,SP,9306,94021
2001,10,3443303,455,26330,SP,9306,200758
2001,06,3407605,097,11,SP,9306,1034
2001,12,3443303,087,20813,SP,9306,172311
2001,08,3443303,647,3960,SP,9306,23400
2001,08,3443303,607,3594,SP,9306,36212
2001,03,3443303,573,7054,SP,9306,44930
2001,01,3443303,244,8858,SP,9306,140049
2001,11,3449904,488,4910,SP,9306,50000
2001,11,3443303,169,8055,SP,9306,331881
2001,06,3443303,756,8972,SP,9306,61437
2001,01,3443303,063,26145,SP,9306,179143
2001,05,3443303,548,3840,SP,9306,39347
2001,12,3443303,271,2960,SP,9306,18105
2001,08,3443303,023,39691,SP,9306,240333
2001,02,4312401,063,8316,RS,9306,24681
2001,09,3443303,628,4827,SP,9306,19356
2001,05,3443303,169,74906,SP,9306,1129132
2001,03,3443303,607,118,SP,9306,1143
2001,02,3443303,548,3880,SP,9306,39561
2001,02,3443303,245,10758,SP,9306,62988
2001,04,3443303,275,6432,SP,9306,40025
2001,07,3443303,386,15661,SP,9306,102087
2001,08,3443303,244,141,SP,9306,495
2001,01,3443303,069,11600,SP,9306,95500
2001,08,3443303,249,68151,SP,9306,411049
2001,11,3443303,244,222,SP,9306,1713
2001,09,3443303,023,26632,SP,9306,150046
2001,03,3407605,069,9,SP,9306,166
2001,06,3443303,244,17856,SP,9306,275702
2001,03,3443303,249,24798,SP,9306,133878
2001,08,3443303,158,2573,SP,9306,17900
2001,01,3407605,063,33,SP,9306,745
2001,02,3443303,158,2034,SP,9306,14963
2001,07,3443303,431,786,SP,9306,6653
2001,07,3407605,063,549,SP,9306,38989
2001,10,3443303,628,45,SP,9306,219
2001,09,3443303,386,13457,SP,9306,92092
2001,12,3443303,149,690,SP,9306,4900
2001,08,3443303,063,6036,SP,9306,41126
2001,12,3443303,741,33734,SP,9306,193113
2001,12,3443303,628,139,SP,9306,1370
2001,06,3443303,023,17298,SP,9306,98635
2001,01,3443303,455,7600,SP,9306,43610
2001,03,3443303,538,7310,SP,9306,47799
2001,06,3443303,087,2928,SP,9306,20687
2001,02,3443303,023,10097,SP,9306,66562
2001,04,3443303,169,27553,SP,9306,358225
2001,04,3443303,455,45600,SP,9306,261660
2001,04,3407605,063,4,SP,9306,95
2001,07,3443303,163,4,SP,9306,27
2001,08,3443303,573,13389,SP,9306,92817
2001,01,3443303,158,6100,SP,9306,46890
2001,06,3443303,249,31222,SP,9306,181710
2001,12,3443303,538,23940,SP,9306,170400
2001,08,3443303,087,65355,SP,9306,620000
2001,05,3443303,063,24082,SP,9306,133025
2001,06,3443303,158,4530,SP,9306,33201
2001,07,3443303,169,7450,SP,9306,123726
2001,02,3443303,607,118,SP,9306,1143
2001,04,3424402,040,10875,SP,9306,887000
2001,02,3304557,271,608,RJ,9306,20792
2001,08,3443303,271,3479,SP,9306,17260
2001,09,3443303,455,28123,SP,9306,196794
2001,09,3443303,249,51056,SP,9306,299685
2001,05,3407605,149,4,SP,9306,41
2001,10,3443303,249,49320,SP,9306,300837
2001,09,3443303,244,292,SP,9306,4431
2001,11,3443303,149,3491,SP,9306,24794
2001,03,3443303,023,9043,SP,9306,53248
2001,10,3443303,087,65355,SP,9306,620000
2001,09,3443303,239,6100,SP,9306,50490
2001,05,3443303,275,291,SP,9306,2269
2001,12,3443303,386,1588,SP,9306,12960
2001,08,3443303,455,179,SP,9306,1603
2001,04,3443303,431,12200,SP,9306,84802
2001,04,3407605,072,46,SP,9306,1503
2001,04,3443303,249,31876,SP,9306,196601
2001,11,3443303,023,11121,SP,9306,74319
2001,06,3443303,538,7820,SP,9306,87430
2001,11,3449904,158,1550,SP,9306,63600
2001,01,3443303,097,13265,SP,9306,114345
2001,12,3443303,249,76673,SP,9306,471352
2001,05,3443303,239,39650,SP,9306,340431
2001,03,3443303,158,1312,SP,9306,10160
2001,10,3443303,245,6358,SP,9306,39209
2001,11,3443303,249,52200,SP,9306,311397
2001,08,3443303,351,50,SP,9306,320
2001,02,3443303,386,12577,SP,9306,89154
2001,02,3443303,271,2990,SP,9306,16518
2001,02,3443303,169,27592,SP,9306,422039
2001,02,3443303,244,41335,SP,9306,567123
2001,07,3443303,249,30392,SP,9306,184443
2001,07,3443303,767,15100,SP,9306,103495
2001,04,3443303,245,6112,SP,9306,30645
2001,06,3304557,059,5240,RJ,9306,371100
2001,11,3443303,647,4036,SP,9306,63023
2001,06,3443303,069,12201,SP,9306,88861
2001,02,3443303,063,36676,SP,9306,119799
2001,06,3443303,169,7680,SP,9306,56087
2001,11,5400108,845,114,DF,9306,7155
2001,03,3443303,548,3171,SP,9306,32485
2001,05,3443303,023,12769,SP,9306,70478
2001,08,3443303,245,3700,SP,9306,21850
2001,11,3443303,455,11782,SP,9306,73335
2001,07,3443303,023,21868,SP,9306,122275
2001,02,3443303,097,8701,SP,9306,69060
2001,04,3424402,053,5291,SP,9306,393453
2001,01,3443303,538,12824,SP,9306,86782
2001,12,3443303,158,623,SP,9306,4859
2001,07,3304557,059,5427,RJ,9306,530000
2001,07,3443303,850,414,SP,9306,8199
2001,07,3407605,850,199,SP,9306,13500
2001,03,3449904,101,2700,SP,9306,155000
2001,11,3413801,767,16,SP,9306,104
2001,04,3443303,023,8492,SP,9306,58969
2001,05,3443303,249,34372,SP,9306,232560
2001,06,3443303,528,787,SP,9306,5158
2001,02,3443303,301,28,SP,9306,363
2001,11,3443303,850,508,SP,9306,150
2001,01,3443303,548,2045,SP,9306,20951
2001,09,3443303,063,16791,SP,9306,85982
2002,03,3443303,455,50,SP,9306,100
2002,12,3443303,023,14155,SP,9306,94618
2002,11,3443303,576,4697,SP,9306,180540
2002,09,3443303,245,18300,SP,9306,116101
2002,10,3443303,845,22792,SP,9306,125950
2002,10,3443303,063,14283,SP,9306,91403
2002,03,3443303,169,13260,SP,9306,170170
2002,06,3443303,767,15524,SP,9306,101269
2002,07,3443303,023,33115,SP,9306,182964
2002,08,3443303,023,44,SP,9306,314
2002,08,3443303,145,7210,SP,9306,66054
2002,02,3443303,850,466,SP,9306,2755
2002,05,3443303,431,10050,SP,9306,97500
2002,08,3443303,069,39,SP,9306,298
2002,02,3443303,063,5,SP,9306,30
2002,12,3443303,538,4880,SP,9306,36600
2002,04,3304557,059,17010,RJ,9306,1142000
2002,01,3443303,741,15200,SP,9306,73570
2002,09,3443303,169,39644,SP,9306,564140
2002,01,3443303,063,21721,SP,9306,200708
2002,11,3443303,239,6,SP,9306,40
2002,06,3443303,249,81310,SP,9306,541558
2002,03,3443303,249,69677,SP,9306,419821
2002,03,3407605,845,125,SP,9306,2311
2002,07,3443303,576,9,SP,9306,40
2002,07,3304557,059,22848,RJ,9306,1344000
2002,12,3443303,548,5409,SP,9306,46586
2002,12,3443303,244,4232,SP,9306,129212
2002,02,3443303,249,55760,SP,9306,332529
2002,05,3443303,249,98620,SP,9306,580182
2002,08,3443303,573,5717,SP,9306,38262
2002,02,3443303,399,543,SP,9306,7500
2002,09,3449904,845,11880,SP,9306,154000
2002,12,3443303,097,14624,SP,9306,84069
2002,06,3443303,628,33254,SP,9306,435011
2002,09,3443303,239,30,SP,9306,320
2002,04,3443303,275,7559,SP,9306,39082
2002,03,3443303,628,11491,SP,9306,78480
2002,09,3443303,628,36773,SP,9306,458607
2002,06,3443303,158,1776,SP,9306,14276
2002,03,3449904,158,33320,SP,9306,75000
2002,12,3443303,239,11364,SP,9306,80130
2002,10,3443303,249,80090,SP,9306,458690
2002,02,5400108,455,1761,DF,9306,195988
2002,05,3443303,275,261,SP,9306,2039
2002,07,3443303,239,11364,SP,9306,80130
2002,04,3443303,169,6591,SP,9306,117975
2002,09,3443303,023,18849,SP,9306,121225
2002,12,3443303,628,12019,SP,9306,88164
2002,06,5400108,455,14164,DF,9306,64428
2002,12,3443303,301,566,SP,9306,6374
2002,07,3443303,169,26092,SP,9306,285442
2002,10,3443303,087,9856,SP,9306,140267
2002,04,5400108,628,53,DF,9306,600
2002,11,3424402,169,12260,SP,9306,867348
2002,07,3443303,087,3107,SP,9306,43031
2002,11,3443303,023,16095,SP,9306,108123
2002,10,3443303,628,68,SP,9306,463
2002,09,3443303,271,28,SP,9306,455
2002,06,3443303,063,2,SP,9306,16
2002,06,3443303,169,7374,SP,9306,169575
2002,03,3443303,741,9360,SP,9306,52376
2002,01,3304557,023,2,RJ,9306,50
2002,11,3443303,538,32580,SP,9306,221600
2002,11,3443303,063,14076,SP,9306,81702
2002,08,3443303,169,24744,SP,9306,339856
2002,08,3443303,158,7332,SP,9306,48857
2002,12,3443303,249,52113,SP,9306,327191
2002,02,3443303,239,131,SP,9306,846
2002,11,3407605,586,2,SP,9306,32
2002,10,3136702,455,87,MG,9306,7999
2002,05,3443303,239,11364,SP,9306,80130
2002,02,3443303,245,16440,SP,9306,89640
2002,05,3443303,087,24300,SP,9306,238000
2002,08,3443303,850,2293,SP,9306,44911
2002,02,3443303,538,28360,SP,9306,190400
2002,05,3443303,023,18529,SP,9306,106245
2002,02,3424402,455,13219,SP,9306,1011350
2002,05,3443303,169,6591,SP,9306,111975
2002,07,3304557,576,45000,RJ,9306,1693360
2002,09,3443303,741,291,SP,9306,2040
2002,01,3443303,249,87,SP,9306,50
2002,03,3443303,069,7369,SP,9306,54127
2002,12,3443303,741,43270,SP,9306,335337
2002,11,3443303,244,7567,SP,9306,119633
2002,07,3443303,249,79445,SP,9306,458205
2002,01,3443303,023,285,SP,9306,1480
2002,04,3443303,249,46115,SP,9306,271576
2002,07,3443303,628,22574,SP,9306,287086
2002,09,3443303,063,6882,SP,9306,46468
2002,09,3443303,087,47471,SP,9306,409825
2002,10,3443303,149,8280,SP,9306,58500
2002,10,3443303,158,803,SP,9306,2598
2002,12,3443303,063,112,SP,9306,1416
2002,10,3443303,767,12963,SP,9306,100719
2002,08,3443303,249,90968,SP,9306,559747
2002,05,3443303,628,11300,SP,9306,151806
2002,05,3443303,244,134,SP,9306,1782
2002,01,3449904,845,2625,SP,9306,202000
2002,11,3443303,169,79319,SP,9306,1128797
2002,09,3443303,275,6811,SP,9306,44900
2002,09,3443303,845,25902,SP,9306,121270
2002,04,3443303,245,18311,SP,9306,106540
2002,01,3450308,249,690,SP,9306,12972
2002,08,3443303,628,11867,SP,9306,150396
2002,08,3443303,431,1183,SP,9306,13464
2002,02,3443303,431,10102,SP,9306,67418
2002,08,3424402,455,632720,SP,9306,39602432
2002,02,3443303,149,41,SP,9306,294
2002,08,3304557,097,66,RJ,9306,8217
2002,02,3443303,573,6048,SP,9306,34566
2002,04,3443303,023,18142,SP,9306,106715
2002,04,3443303,628,122,SP,9306,700
2002,12,3443303,845,10478,SP,9306,62083
2002,10,3443303,023,27068,SP,9306,170445
2002,01,3443303,169,2728,SP,9306,267813
2002,06,3443303,271,6365,SP,9306,36426
2002,10,3443303,169,2720,SP,9306,29741
2002,10,3443303,244,14800,SP,9306,234000
2002,11,3443303,741,15442,SP,9306,72079
2002,12,3449904,169,96,SP,9306,41093
2002,08,3443303,386,16808,SP,9306,108795
2002,04,3443303,455,4432,SP,9306,29652
2002,10,3443303,741,15200,SP,9306,71630
2002,02,3443303,169,10328,SP,9306,85580
2002,04,3443303,154,11280,SP,9306,72197
2002,05,3443303,063,164,SP,9306,2147
2002,12,3443303,455,4988,SP,9306,72443
2002,05,3443303,101,1340,SP,9306,13975
2002,05,3424402,053,5296,SP,9306,407960
2002,08,3443303,087,6200,SP,9306,45000
2002,05,3443303,245,20265,SP,9306,111232
2002,05,5400108,628,210,DF,9306,57615
2002,05,3136702,169,14550,MG,9306,1003128
2002,11,3443303,271,4662,SP,9306,26500
2002,04,3443303,845,181,SP,9306,1700
2002,03,3443303,023,5,SP,9306,29
2002,12,3443303,386,14099,SP,9306,106226
2002,06,3443303,023,35201,SP,9306,206834
2002,09,3443303,249,85092,SP,9306,521571
2002,07,3443303,063,7467,SP,9306,53162
2002,03,3443303,158,5739,SP,9306,35790
2002,10,3443303,485,3879,SP,9306,23342
2002,04,3424402,169,10453,SP,9306,718540
2002,04,3443303,239,11364,SP,9306,80130
2002,06,3443303,391,8680,SP,9306,69719
2002,03,3443303,087,35499,SP,9306,365813
2002,09,3443303,158,6908,SP,9306,238200
2002,11,3443303,249,54434,SP,9306,300018
2002,07,3443303,275,7690,SP,9306,49794
2002,02,3443303,275,1,SP,9306,50
2002,08,3443303,063,8717,SP,9306,64279
2002,05,3443303,845,710,SP,9306,6020
2002,05,3443303,158,24,SP,9306,295
2002,05,3443303,741,31,SP,9306,230
2003,11,3443303,169,67465,SP,9306,948118
2003,05,3443303,245,19557,SP,9306,135626
2003,06,3443303,023,14536,SP,9306,101417
2003,12,3304557,097,1603,RJ,9306,138740
2003,09,3443303,271,6437,SP,9306,41976
2003,09,3443303,427,18,SP,9306,145
2003,09,3443303,163,112,SP,9306,210
2003,07,3443303,087,17970,SP,9306,171939
2003,03,3443303,275,7466,SP,9306,49927
2003,03,3443303,063,4675,SP,9306,30750
2003,08,3443303,391,12200,SP,9306,77000
2003,10,3443303,169,67728,SP,9306,888296
2003,12,3443303,337,5735,SP,9306,42380
2003,12,3443303,249,75035,SP,9306,393486
2003,12,3443303,063,8147,SP,9306,85327
2003,11,3443303,023,14635,SP,9306,116284
2003,08,3443303,023,14358,SP,9306,104874
2003,09,3443303,087,23398,SP,9306,189063
2003,12,3443303,548,3957,SP,9306,14177
2003,05,3301702,169,354,RJ,9306,500
2003,09,3443303,628,33,SP,9306,825
2003,09,3443303,573,12391,SP,9306,88275
2003,04,3443303,087,656,SP,9306,1500
2003,07,3443303,750,3,SP,9306,25
2003,12,3443303,087,38889,SP,9306,427275
2003,12,3443303,741,39980,SP,9306,232154
2003,08,3443303,455,62,SP,9306,440
2003,06,3443303,275,11556,SP,9306,71965
2003,05,3443303,249,25607,SP,9306,149014
2003,03,3304557,097,3669,RJ,9306,335715
2003,09,3443303,023,43962,SP,9306,283562
2003,03,3443303,573,11940,SP,9306,78875
2003,06,3424402,169,13963,SP,9306,1071922
2003,06,3407605,063,107,SP,9306,2015
2003,02,3407605,063,90,SP,9306,1402
2003,11,3443303,063,39452,SP,9306,347815
2003,10,3443303,767,1,SP,9306,11
2003,12,3443303,573,10237,SP,9306,57307
2003,12,3443303,169,26430,SP,9306,368000
2003,08,3443303,087,2,SP,9306,25
2003,06,3443303,087,62,SP,9306,440
2003,04,3424402,053,68488,SP,9306,5928187
2003,06,3443303,850,20441,SP,9306,1194369
2003,04,3443303,741,7423,SP,9306,118662
2003,09,3443303,239,12,SP,9306,135
2003,02,3443303,455,4631,SP,9306,67269
2003,07,3443303,149,41,SP,9306,210
2003,11,3443303,158,5344,SP,9306,247903
2003,03,3443303,245,19450,SP,9306,128825
2003,09,3443303,249,55872,SP,9306,284062
2003,01,4312401,063,275,RS,9306,1700
2003,05,3443303,845,13528,SP,9306,83432
2003,01,3443303,249,31117,SP,9306,178845
2003,10,3443303,245,15855,SP,9306,117180
2003,08,3443303,756,10370,SP,9306,72724
2003,01,3407605,063,186,SP,9306,2691
2003,09,3443303,741,18295,SP,9306,86316
2003,12,3443303,275,43,SP,9306,30
2003,04,3443303,023,13719,SP,9306,91201
2003,07,3304557,239,5,RJ,9306,400
2003,07,3443303,083,5760,SP,9306,52100
2003,07,3443303,767,16231,SP,9306,115424
2003,05,3443303,149,142,SP,9306,1395
2003,10,3443303,827,92,SP,9306,1652
2003,10,3443303,023,55200,SP,9306,378602
2003,06,3443303,628,8717,SP,9306,88681
2003,04,3443303,455,4631,SP,9306,67269
2003,02,3443303,023,398,SP,9306,1300
2003,08,3424402,169,15787,SP,9306,1057917
2003,09,3304557,158,1,RJ,9306,100
2003,02,3443303,053,52,SP,9306,480
2003,07,3443303,741,27480,SP,9306,178501
2003,07,3424402,053,49014,SP,9306,3691125
2003,05,3449904,665,290095,SP,9306,1171397
2003,01,3443303,493,2175,SP,9306,66818
2003,05,3443303,741,8987,SP,9306,143686
2003,05,3443303,063,88450,SP,9306,45670
2003,04,3443303,628,12756,SP,9306,92861
2003,11,3443303,149,8280,SP,9306,58800
2003,05,3443303,628,11373,SP,9306,110355
2003,02,3443303,845,16856,SP,9306,97890
2003,12,3443303,154,9280,SP,9306,57600
2003,06,3424402,850,62036,SP,9306,523056
2003,08,3443303,063,47023,SP,9306,479398
2003,04,3443303,063,3635,SP,9306,26627
2003,09,3407605,063,73,SP,9306,1551
2003,07,3443303,169,24200,SP,9306,278460
2003,11,3407605,063,84,SP,9306,2074
2003,11,3304557,158,238,RJ,9306,5573
2003,10,3443303,249,37350,SP,9306,201512
2003,09,3443303,158,19589,SP,9306,138417
2003,04,3443303,169,98959,SP,9306,1209836
2003,06,3443303,573,10503,SP,9306,77842
2003,02,3443303,741,29423,SP,9306,158623
2003,06,3443303,249,104091,SP,9306,572359
2003,02,3443303,249,63225,SP,9306,364573
2003,07,3443303,776,4905,SP,9306,27492
2003,11,3443303,767,14973,SP,9306,102841
2003,10,3443303,275,9540,SP,9306,64888
2003,08,3443303,548,24,SP,9306,138
2003,08,3443303,249,51534,SP,9306,288007
2003,11,3443303,351,27,SP,9306,189
2003,08,3443303,169,24228,SP,9306,424873
2003,09,3443303,240,74,SP,9306,402
2003,10,3443303,158,14640,SP,9306,106740
2003,01,3304557,097,1955,RJ,9306,148806
2003,03,3443303,249,45235,SP,9306,256178
2003,12,3443303,607,174,SP,9306,1456
2003,09,3443303,063,18048,SP,9306,186090
2003,04,3443303,249,90996,SP,9306,505764
2003,07,3443303,023,25715,SP,9306,201322
2003,04,3443303,776,12,SP,9306,172
2003,07,3443303,365,7,SP,9306,65
2003,08,3443303,386,13977,SP,9306,111658
2003,10,3136702,365,20868,MG,9306,1178977
2003,06,3443303,244,52,SP,9306,400
2003,05,3443303,169,130040,SP,9306,1533313
2003,08,3407605,063,100,SP,9306,2236
2003,05,3424402,053,56052,SP,9306,4229857
2003,05,3136702,455,957,MG,9306,149448
2003,02,3443303,169,27158,SP,9306,350335
2003,04,3443303,845,18,SP,9306,470
2003,09,3443303,538,5182,SP,9306,56012
2003,03,3407605,063,98,SP,9306,1385
2003,05,3443303,023,14434,SP,9306,95625
2003,02,3443303,063,2598,SP,9306,18436
2003,12,3136702,169,8961,MG,9306,629542
2003,02,3443303,097,8,SP,9306,50
2003,07,3443303,158,27089,SP,9306,195420
2003,07,3443303,244,15960,SP,9306,117824
2003,05,3443303,271,6074,SP,9306,41804
2003,12,3407605,063,60,SP,9306,1323
2003,11,3443303,251,17,SP,9306,198
2003,08,3443303,097,14600,SP,9306,85970
2003,10,3304557,097,7151,RJ,9306,791500
2003,10,3443303,628,13635,SP,9306,72290
2003,08,3443303,244,34237,SP,9306,426300
2003,07,3443303,628,13872,SP,9306,92628
2003,07,3449904,665,242526,SP,9306,515197
2003,10,3443303,244,28558,SP,9306,368401
2003,01,3443303,063,2163,SP,9306,17919
2003,01,3443303,158,43603,SP,9306,497183
2003,03,3450308,586,9,SP,9306,159
2003,11,3443303,087,10803,SP,9306,176824
2003,05,3304557,158,4,RJ,9306,460
2003,10,3443303,063,32049,SP,9306,341533
2003,09,3443303,169,35201,SP,9306,456430
2003,09,3443303,431,36,SP,9306,500
2003,03,3136702,628,150,MG,9306,13897
2003,09,3443303,244,5,SP,9306,15
2003,05,3443303,391,10765,SP,9306,167105
2003,09,3443303,776,17551,SP,9306,148817
2003,02,3424402,169,12826,SP,9306,860147
2003,02,3304557,059,23371,RJ,9306,1423300
2003,06,3443303,063,4683,SP,9306,30565
2003,01,3443303,169,10796,SP,9306,152960
2003,11,3443303,275,17,SP,9306,46
2003,11,3443303,249,27350,SP,9306,133768
2003,09,3450308,586,24,SP,9306,315
2003,11,3443303,244,11400,SP,9306,222140
2003,06,3443303,647,7620,SP,9306,46460
2003,06,3443303,251,4053,SP,9306,45634
2003,02,3443303,158,20869,SP,9306,190563
2003,06,3449904,665,47569,SP,9306,656200
2003,07,3443303,249,51578,SP,9306,287530
2003,04,3449904,169,1500,SP,9306,3980
2003,07,3443303,063,4346,SP,9306,46331
2003,03,3443303,169,67752,SP,9306,925586
2003,11,3443303,538,1750,SP,9306,19460
2003,03,3443303,023,15921,SP,9306,112915
2003,12,3443303,097,14668,SP,9306,87302
2003,06,3304557,059,2,RJ,9306,100
2003,07,3443303,245,3,SP,9306,140
2004,12,3443303,767,13420,SP,9306,96000
2004,12,3443303,386,14306,SP,9306,102336
2004,07,3443303,275,6686,SP,9306,51489
2004,03,3407605,063,48,SP,9306,1130
2004,11,3443303,576,18056,SP,9306,184381
2004,10,3443303,081,5037,SP,9306,401971
2004,04,3443303,317,13664,SP,9306,83888
2004,06,3443303,245,14682,SP,9306,104244
2004,08,3443303,063,3275,SP,9306,28652
2004,04,3443303,169,54182,SP,9306,726479
2004,08,3443303,245,13908,SP,9306,90692
2004,07,3449904,158,16796,SP,9306,36000
2004,11,3443303,249,75203,SP,9306,433107
2004,10,3443303,063,5591,SP,9306,59980
2004,05,3443303,628,6577,SP,9306,38411
2004,06,3450308,063,60,SP,9306,120
2004,07,3443303,386,15694,SP,9306,127764
2004,10,4120804,576,21,PR,9306,1000
2004,04,3443303,249,164662,SP,9306,929668
2004,01,3443303,169,45480,SP,9306,480760
2004,06,3443303,791,116,SP,9306,758
2004,03,3443303,169,37829,SP,9306,549636
2004,03,3304557,059,21024,RJ,9306,1440000
2004,10,3443303,023,14957,SP,9306,131648
2004,01,3443303,023,15156,SP,9306,113192
2004,12,3304557,158,123,RJ,9306,21450
2004,09,3443303,249,90504,SP,9306,535544
2004,04,3443303,063,25538,SP,9306,156762
2004,05,3443303,169,54182,SP,9306,726479
2004,08,3443303,628,15348,SP,9306,115437
2004,10,3443303,153,1221,SP,9306,8987
2004,11,3443303,244,36,SP,9306,1150
2004,09,3443303,023,31402,SP,9306,192482
2004,09,3443303,053,88100,SP,9306,649812
2004,11,3407605,063,98,SP,9306,2151
2004,06,3407605,063,54,SP,9306,1255
2004,08,3443303,053,91200,SP,9306,550962
2004,12,3443303,850,30,SP,9306,260
2004,12,3443303,244,6649,SP,9306,66796
2004,04,3443303,097,14600,SP,9306,85970
2004,10,3443303,275,5896,SP,9306,47007
2004,06,3443303,249,151510,SP,9306,866545
2004,09,3443303,756,21,SP,9306,400
2004,05,3443303,063,7335,SP,9306,48312
2004,05,3443303,087,36633,SP,9306,487808
2004,05,3443303,072,15537,SP,9306,113434
2004,04,3304557,059,22500,RJ,9306,1290000
2004,08,3413009,158,3,SP,9306,13068
2004,05,3443303,023,15712,SP,9306,127454
2004,11,3443303,628,13605,SP,9306,89814
2004,06,3304557,158,8,RJ,9306,400
2004,08,3443303,607,5966,SP,9306,378970
2004,09,3449904,158,44640,SP,9306,96000
2004,08,4108304,586,30,PR,9306,57
2004,11,3443303,087,57075,SP,9306,749907
2004,05,3443303,249,150233,SP,9306,861599
2004,02,3443303,023,15576,SP,9306,103705
2004,07,3443303,087,48376,SP,9306,574002
2004,03,3443303,741,22,SP,9306,250
2004,09,3443303,271,6102,SP,9306,42688
2004,11,3304557,158,14,RJ,9306,550
2004,05,3443303,375,23,SP,9306,354
2004,01,3443303,275,7076,SP,9306,53716
2004,11,3443303,053,72900,SP,9306,556684
2004,06,3413801,767,2,SP,9306,666
2004,05,3443303,097,3595,SP,9306,24918
2004,09,3443303,158,11053,SP,9306,398640
2004,06,3443303,337,5421,SP,9306,31641
2004,01,3443303,063,5490,SP,9306,34200
2004,07,3443303,063,5,SP,9306,25
2004,07,3443303,023,14570,SP,9306,124765
2004,07,3443303,169,32400,SP,9306,396968
2004,09,3443303,767,10664,SP,9306,75485
2004,03,3443303,767,12200,SP,9306,69000
2004,08,3407605,063,88,SP,9306,1890
2004,10,3450308,063,2,SP,9306,145
2004,08,3443303,232,104,SP,9306,877
2004,12,3443303,023,16598,SP,9306,128933
2004,09,3443303,087,55642,SP,9306,731071
2004,09,3443303,069,26193,SP,9306,209565
2004,10,3443303,053,45600,SP,9306,274940
2004,06,3443303,271,5736,SP,9306,38872
2004,09,3443303,072,12818,SP,9306,99617
2004,02,3304557,097,65,RJ,9306,8000
2004,03,3443303,275,97,SP,9306,1061
2004,03,3443303,573,10438,SP,9306,78693
2004,03,3443303,023,15060,SP,9306,120859
2004,04,3443303,111,17144,SP,9306,110622
2004,09,3443303,791,10500,SP,9306,72803
2004,04,3443303,244,128,SP,9306,439
2004,06,3443303,063,14856,SP,9306,91808
2004,11,3443303,063,14467,SP,9306,124223
2004,10,3443303,573,14494,SP,9306,103689
2004,06,3443303,111,28,SP,9306,340
2004,08,3443303,741,38573,SP,9306,604200
2004,07,3443303,111,16182,SP,9306,99851
2004,03,3443303,087,53020,SP,9306,681335
2004,06,3449904,158,16620,SP,9306,36000
2004,12,3443303,063,12955,SP,9306,124636
2004,08,3443303,845,2781,SP,9306,33258
2004,05,3443303,275,6134,SP,9306,45921
2004,12,3443303,249,74593,SP,9306,455060
2004,01,3443303,249,27415,SP,9306,127861
2004,02,3443303,063,11203,SP,9306,66746
2004,03,3443303,063,28931,SP,9306,183594
2004,03,3443303,317,13664,SP,9306,83888
2004,09,3443303,063,22774,SP,9306,269955
2004,04,3301702,169,34000,RJ,9306,1130353
2004,10,3407605,063,91,SP,9306,2028
2004,02,3443303,245,14866,SP,9306,101741
2004,02,3443303,087,32572,SP,9306,351430
2004,05,3443303,573,16600,SP,9306,112050
2004,05,3443303,195,24,SP,9306,185
2004,09,3443303,741,21689,SP,9306,232000
2004,10,3443303,158,1960,SP,9306,58450
2004,09,3304557,081,21000,RJ,9306,748738
2004,05,3443303,251,54118,SP,9306,659557
2004,08,3443303,750,13071,SP,9306,152500
2004,10,3443303,087,136084,SP,9306,1652142
2004,07,3304557,589,7,RJ,9306,400
2004,10,3443303,442,30,SP,9306,422
2004,06,3443303,244,3880,SP,9306,35200
2004,11,3443303,741,42415,SP,9306,271869
2004,05,3443303,820,7980,SP,9306,66247
2004,12,3443303,158,7693,SP,9306,54044
2004,05,3443303,158,21721,SP,9306,171725
2004,11,3443303,548,2539,SP,9306,22527
2004,01,3443303,244,15259,SP,9306,120780
2004,10,3443303,249,105902,SP,9306,641118
2004,11,3304557,059,27600,RJ,9306,1440000
2004,11,3443303,023,2,SP,9306,130
2004,05,3443303,764,8136,SP,9306,52324
2004,08,3443303,249,106084,SP,9306,590876
2004,08,3304557,586,203,RJ,9306,20090
2004,06,3443303,169,126316,SP,9306,1664028
2004,08,3443303,023,13981,SP,9306,114337
2004,10,3450308,586,5,SP,9306,315
2004,03,3304557,239,4,RJ,9306,540
2004,07,3443303,249,121069,SP,9306,697957
2004,11,3443303,158,72000,SP,9306,623841
2004,12,3407605,063,140,SP,9306,4218
2004,03,3443303,249,164056,SP,9306,878762
2004,04,3443303,158,15730,SP,9306,175709
2004,02,3443303,741,15777,SP,9306,111456
2004,02,3443303,271,5021,SP,9306,33459
2004,08,3443303,275,178,SP,9306,1300
2004,02,3443303,158,8865,SP,9306,123239
2005,09,3443303,169,30591,SP,9306,405688
2005,01,3443303,386,15611,SP,9306,115398
2005,09,3304557,239,8,RJ,9306,2600
2005,12,3443303,386,5600,SP,9306,73209
2005,02,3443303,271,6012,SP,9306,49411
2005,08,3443303,244,571,SP,9306,8403
2005,08,3301702,158,1538,RJ,9306,132000
2005,05,3443303,087,12962,SP,9306,117138
2005,03,3443303,053,57700,SP,9306,465409
